date,open,high,low,close,volume
2/29/2024,78.55033713,80.44688546,78.32938175,79.48940277,922768
3/1/2024,80.4284755,81.25706696,78.03477229,79.59988403,775244
3/4/2024,79.37893258,79.3973426,76.65379265,77.11412048,560794
3/5/2024,76.87474771,77.31666552,75.25439178,77.05887604,412234
3/6/2024,77.48238438,77.74016684,76.54331166,76.9484024,423021
3/7/2024,76.24869512,76.9852224,75.56741196,76.34075928,412274
3/8/2024,76.3960125,76.56173081,75.23598436,75.60424805,328748
3/11/2024,75.5305957,75.64107692,74.16802216,74.16802216,733958
3/12/2024,71.82955142,83.50346546,71.8111414,82.67488098,1942569
3/13/2024,81.23865057,82.96948765,78.80812028,79.1027298,1089346
3/14/2024,79.17638924,81.82787509,79.12115214,80.61260986,904871
3/15/2024,80.66785312,81.99359252,80.18910823,81.34913635,895293
3/18/2024,81.66215831,84.64508785,81.66215831,84.55301666,896916
3/19/2024,84.57142464,86.11812634,83.66917905,85.78668976,664495
3/20/2024,85.62097862,86.19178767,84.5714317,86.08130646,574114
3/21/2024,86.63369074,87.79371877,85.8050993,86.00764465,493523
3/22/2024,85.74986956,86.63369817,85.23430462,86.09971619,399010
3/25/2024,85.97081956,86.57845564,84.23998951,84.58983612,367368
3/26/2024,85.34477213,85.89717111,84.53459772,85.51049042,479735
3/27/2024,85.56574156,87.20450755,85.14224078,86.15496063,460990
3/28/2024,86.52321813,86.92830183,84.93968934,84.95809937,437623
4/2/2024,85.2895365,85.9155826,84.42411796,84.84762573,533852
4/3/2024,84.6266609,86.7625816,84.1663331,86.44956207,430576
4/4/2024,86.32067678,88.89850841,86.19178555,87.31497955,477590
4/5/2024,86.4679806,86.4679806,84.9949329,85.71304321,420128
4/8/2024,85.71303478,86.79940867,85.43684232,86.44956207,247029
4/9/2024,86.43115191,87.25974342,85.80510578,86.79941559,329061
4/10/2024,87.44387816,88.64072631,87.13085158,87.40705109,536526
4/11/2024,87.3518062,88.38294306,84.7923846,87.6832428,724073
4/12/2024,88.16199091,88.56707464,85.1054143,85.47367096,410108
4/15/2024,85.62097907,87.18609093,85.38160662,85.7498703,384044
4/16/2024,83.77966426,84.70031991,82.23296248,83.09838104,588040
4/17/2024,82.85900875,84.03744686,82.76694459,82.78535461,375717
4/18/2024,83.0615539,83.26409927,82.04883409,82.95107269,320266
4/19/2024,81.20182577,83.31933658,80.7046779,82.78535461,384848
4/22/2024,83.22727344,83.50346592,81.79104582,82.38027191,211388
4/23/2024,82.78535302,84.14792645,82.45391643,83.79807281,472265
4/24/2024,83.577117,85.38160119,83.20885334,84.12950897,470943
4/25/2024,83.94538371,84.01903785,81.79104581,82.34344482,443728
4/26/2024,82.95107346,83.87172912,81.71739825,82.67488098,762663
4/29/2024,81.42279186,82.36185758,78.9001902,80.35482788,1132820
4/30/2024,80.24435081,80.24435081,77.05887604,77.05887604,818181
5/2/2024,77.27983923,78.01635955,76.58013895,76.78268433,544362
5/3/2024,77.33507586,78.21890445,77.00363926,77.0772934,322089
5/6/2024,77.64809476,77.97953136,77.00363861,77.61127472,498469
5/7/2024,78.07160106,78.66082011,77.61127324,78.2741394,311761
5/8/2024,78.07159806,78.1084181,74.72041222,75.12549591,786496
5/9/2024,75.07025956,75.4937603,74.62834177,74.81247711,396761
5/10/2024,75.12549618,75.49375983,74.40738593,75.07025909,434617
5/13/2024,75.49376406,77.46396661,75.18074451,77.33507538,577557
5/14/2024,77.5928561,79.08432076,77.05887414,78.66082001,477722
5/15/2024,79.17638673,79.32369501,77.40872955,77.40872955,372046
5/16/2024,76.91157559,77.42714052,76.21187532,76.8563385,397992
5/17/2024,76.87474988,77.37190479,75.53059342,75.86203003,493824
5/20/2024,74.9781955,75.65947868,74.0759499,74.42579651,469607
5/21/2024,74.26008737,74.38897859,73.04481518,73.26577759,629399
5/22/2024,72.03209925,72.32670879,69.80411416,70.63270569,1826149
5/23/2024,70.85365501,71.20350161,69.61997986,69.61997986,745756
5/24/2024,69.15965929,69.89617964,69.04917808,69.52791595,503365
